fecha,tweet,sentimiento,sentimiento_original,tweet_limpio
2009-05-30 08:13:05,@GoldenTent -- and these were taken for me  -- http://bit.ly/14zkqV -  http://bit.ly/AgH3P -  http://bit.ly/YkkMS - http://bit.ly/13Gjco,4,positivo,-- and these were taken for me -- - - -
2009-06-02 12:04:52,"Ok so the eye is getting worse, me thinks a trip to the hospital may be in order ",0,negativo,"Ok so the eye is getting worse, me thinks a trip to the hospital may be in order"
2009-06-01 21:24:25,I think I ate some bad sweet potato fries... ,0,negativo,I think I ate some bad sweet potato fries...
2009-05-09 23:46:25,i think taylor laughtner and selena gomez are the cutest couple! i love them both! just read it on M! my fave mag ,4,positivo,i think taylor laughtner and selena gomez are the cutest couple! i love them both! just read it on M! my fave mag
2009-04-19 09:00:14,yay Im back ,4,positivo,yay Im back
2009-06-06 18:05:49,Yay the Jonas Brothers Youtube channel is back up ,4,positivo,Yay the Jonas Brothers Youtube channel is back up
2009-06-06 20:14:29,@TheRealJordin aha ok i didn't know. Well hello Miss Lampa  would you tell me what you think about this? jernieonline.com please!,4,positivo,aha ok i didn't know. Well hello Miss Lampa would you tell me what you think about this? jernieonline.com please!
2009-05-09 22:52:04,@KatDart im talking to myself  didn't know you could do that!,4,positivo,im talking to myself didn't know you could do that!
2009-04-18 15:19:08,I'm sorry for your loss ,0,negativo,I'm sorry for your loss
2009-06-16 04:43:26,@BookbindingTeam I missed the meeting last night on accident   I got carried away in the studio and lost track of time.,0,negativo,I missed the meeting last night on accident I got carried away in the studio and lost track of time.
2009-05-30 02:44:46,@GeeIsMe wednesday.  are you gonna call and sing to me? lol,4,positivo,wednesday. are you gonna call and sing to me? lol
2009-05-10 00:34:15,I need food god i feel so sad am sleepy n going 2 sleep hungry again like a poor gur with no food ,0,negativo,I need food god i feel so sad am sleepy n going 2 sleep hungry again like a poor gur with no food
2009-06-01 08:26:59,I wish susan Boyle had won ,0,negativo,I wish susan Boyle had won
2009-06-03 10:21:13,Time to start the day now ,4,positivo,Time to start the day now
2009-06-01 21:34:58,"@queerjohn I need to get her new album, but I try not to spend money. Even on Jill Sobule, who deserves it so much! ",0,negativo,"I need to get her new album, but I try not to spend money. Even on Jill Sobule, who deserves it so much!"
2009-05-14 00:05:36,@Shepherd  you are way ahead of me ,0,negativo,you are way ahead of me
2009-05-09 21:56:19,@denverflyhigh Man it will be a sweep no worries ,4,positivo,Man it will be a sweep no worries
2009-05-09 21:41:13,"I love Mindy, She is my favorite employee ",4,positivo,"I love Mindy, She is my favorite employee"
2009-06-06 19:10:11,Just had some more Tap. ,4,positivo,Just had some more Tap.
2009-06-20 12:10:03,My lovely @rfigus is stuck in Amsterdam ,0,negativo,My lovely is stuck in Amsterdam
2009-05-29 16:16:29,"@MissJizzle Hahaha, YOU'RE WELCOME! ",4,positivo,"Hahaha, YOU'RE WELCOME!"
2009-05-31 13:26:29,...But only have a pic with Roger ,0,negativo,...But only have a pic with Roger
2009-06-16 22:01:32,"all time low just popped up on MTV. i hate how there so popular now, ugh ",0,negativo,"all time low just popped up on MTV. i hate how there so popular now, ugh"
2009-06-05 08:35:40,@Syce4JustPay thanks for the compliment my dear ,4,positivo,thanks for the compliment my dear
2009-06-15 22:11:31,"Alexa ranking going down http://axino.net is now on the  2,657,983 and #  73,877 in Philippines beats me why!",4,positivo,"Alexa ranking going down is now on the 2,657,983 and # 73,877 in Philippines beats me why!"
2009-06-07 18:17:47,@christelpierce  Thanks! Good luck to U too.  I'll report back after Thursdays weigh in. If you have any q's on what food is good holla. ,4,positivo,Thanks! Good luck to U too. I'll report back after Thursdays weigh in. If you have any q's on what food is good holla.
2009-05-29 09:01:39,"@bcyde I still haven't figured out what to do with them, sadly  So It'll take some more research before I know what's what.",0,negativo,"I still haven't figured out what to do with them, sadly So It'll take some more research before I know what's what."
2009-05-31 01:13:57,@rishishankar and they need sunglasses in this weather? maybe to protect from harsh rain drops ,4,positivo,and they need sunglasses in this weather? maybe to protect from harsh rain drops
2009-06-19 18:41:28,@amberisaqueen CANT POST IT... TO SCARED...   ,0,negativo,CANT POST IT... TO SCARED...
2009-06-15 15:10:43,Just ordered some new TOMS! ,4,positivo,Just ordered some new TOMS!
2009-06-17 00:35:15,@ilmv  aww what can I do?,0,negativo,aww what can I do?
2009-05-02 13:17:28,About to go jogging again...wish me luck ,0,negativo,About to go jogging again...wish me luck
2009-06-07 07:44:09,"Woke up at 9am, weird. Watching more Dexter and cleaning my apt until @emharbison comes over for our movie day ",4,positivo,"Woke up at 9am, weird. Watching more Dexter and cleaning my apt until comes over for our movie day"
2009-06-02 00:22:51,5 days away....It's coming up quick ,4,positivo,5 days away....It's coming up quick
2009-05-09 23:56:51,HAPPY MOTHER'S DAY ,4,positivo,HAPPY MOTHER'S DAY
2009-06-15 05:20:50,#musicmonday a lot of songs for today ,4,positivo,musicmonday a lot of songs for today
2009-06-07 12:52:14,omg...has everyone heard how much miley tickets are.....  grrrr.....everything i like is expensive!,0,negativo,omg...has everyone heard how much miley tickets are..... grrrr.....everything i like is expensive!
2009-04-17 21:07:09,@lsaldanamd Thanks for the nice mention!! ,4,positivo,Thanks for the nice mention!!
2009-06-18 00:28:41,"@MillieRose_ the painter woke me up at HALF 7, so feel sorry for me  I'm still in bed though. How's the new iPhone software?",0,negativo,"the painter woke me up at HALF 7, so feel sorry for me I'm still in bed though. How's the new iPhone software?"
2009-06-07 07:17:32,@TheMelodramatic  what about that game last night! woohoo!,4,positivo,what about that game last night! woohoo!
2009-06-06 19:36:06,@HalfDeadPrince  that's depressing!!!!,0,negativo,that's depressing!!!!
2009-06-06 14:09:04,"@CrisiLouise I think otis is cos he has mmr booster yesterday &amp; some thing else as well, poor little bugger, both arms ",0,negativo,"I think otis is cos he has mmr booster yesterday &amp; some thing else as well, poor little bugger, both arms"
2009-06-06 03:16:00,juss woke up..I was sooo sad  but I'm over it nowww,0,negativo,juss woke up..I was sooo sad but I'm over it nowww
2009-06-07 07:30:59,Good Morning Twitter!  Going to Allison's house in a little bit to study for finalsss ,0,negativo,Good Morning Twitter! Going to Allison's house in a little bit to study for finalsss
2009-06-14 23:48:18,@R33S i suppose... if i must. :-/ i'll write ya a novel in the mornin'... somethin' to look forward to when ya wake up. ,4,positivo,i suppose... if i must. :-/ i'll write ya a novel in the mornin'... somethin' to look forward to when ya wake up.
2009-06-03 01:16:05,OMG @chlojo_mojo curled my hair. haha im so happy  thanks chloe you can be my hairdresser! kudos for you,4,positivo,OMG curled my hair. haha im so happy thanks chloe you can be my hairdresser! kudos for you
2009-06-16 12:37:52,"@jmlumpkin she looks angry in that photo, oh and the link to the video is dead ",0,negativo,"she looks angry in that photo, oh and the link to the video is dead"
2009-06-02 11:04:16,@d_konsta opos sou aresi  ise stin athina; â¼,4,positivo,opos sou aresi ise stin athina; â¼
2009-05-17 05:32:08,"@RespectMileyC heey i do lov ur tweets hahah  hey do u like it? http://twitpic.com/4ht8h &lt;3 i hope u like it, xoxo from spain!",4,positivo,"heey i do lov ur tweets hahah hey do u like it? &lt;3 i hope u like it, xoxo from spain!"
2009-06-07 19:03:46,"First class got cancelled, still got 2nd and 3rd to go.. Not to forget all the assignments to do ",0,negativo,"First class got cancelled, still got 2nd and 3rd to go.. Not to forget all the assignments to do"
2009-05-30 16:11:04,Oooh shiiiiit. Breaks already over. ,0,negativo,Oooh shiiiiit. Breaks already over.
2009-06-06 17:39:21,Just got to jessicas. ,4,positivo,Just got to jessicas.
2009-05-03 21:32:11,@DubDior Lmfaooooo .. i mean anything for u!  i tried to do that as smoove as possible! lol U was good tho !,4,positivo,Lmfaooooo .. i mean anything for u! i tried to do that as smoove as possible! lol U was good tho !
2009-06-15 00:30:20,"@maryse0uellet It's about time! WWE didn't airbrush your Nimes photos. You don't need it.  Is it their decision, when they do?",4,positivo,"It's about time! WWE didn't airbrush your Nimes photos. You don't need it. Is it their decision, when they do?"
2009-06-16 06:52:46,"omg LVATT is a trending topic! how cool is that  verry happy i have it since sunday ^^ bloody lovely, haha.",4,positivo,"omg LVATT is a trending topic! how cool is that verry happy i have it since sunday ^^ bloody lovely, haha."
2009-06-03 00:23:52,"i hate it when i get home from work and knock out then wake up at midnite and i cant go back to sleep, someone entertain me please ",0,negativo,"i hate it when i get home from work and knock out then wake up at midnite and i cant go back to sleep, someone entertain me please"
2009-05-31 05:16:39,tomorrow is @katyperry in holland and i'll be not there ,0,negativo,tomorrow is in holland and i'll be not there
2009-05-17 18:32:17,Follow @Lee02twins she's a song writer and cool ppls ,4,positivo,Follow she's a song writer and cool ppls
2009-06-16 05:48:27,@ethank I'm in.  Was actually thinking the other day how mom's have a crapton of resources/communities and dad's get nothing.,4,positivo,I'm in. Was actually thinking the other day how mom's have a crapton of resources/communities and dad's get nothing.
2009-06-07 12:13:39,I don't want @fuckmylifex to leaveeeee ,0,negativo,I don't want to leaveeeee
2009-06-01 12:07:55,Uggghhh! Looks like I have an evening date with the Library... ,0,negativo,Uggghhh! Looks like I have an evening date with the Library...
2009-05-31 14:36:39,I have a lot designing to do today. BRING ON THE CHALLENGE BABY! haha. ,4,positivo,I have a lot designing to do today. BRING ON THE CHALLENGE BABY! haha.
2009-06-16 22:17:14,Knee hurts ,0,negativo,Knee hurts
2009-05-14 01:57:01,@hateandloved it's a no biggie!  don't worry. anyway follow david A's twitter account. it's fun,4,positivo,it's a no biggie! don't worry. anyway follow david A's twitter account. it's fun
2009-06-15 21:29:57,still has a fever.  Doesn't it suck when you spend your days off sick in bed!?,0,negativo,still has a fever. Doesn't it suck when you spend your days off sick in bed!?
2009-06-07 05:11:00,I'm singing in the rain. Even though it not raining? ,4,positivo,I'm singing in the rain. Even though it not raining?
2009-05-10 06:03:35,the glue i'm using smells really nice. ,0,negativo,the glue i'm using smells really nice.
2009-06-15 20:40:54,i got a text. lol hehe!   i LOVE to text http://tinyurl.com/n34mzc,4,positivo,i got a text. lol hehe! i LOVE to text
2009-06-01 00:21:33,"its the night before 2 exams and im sitting down to watch a norwegian zombie-nazi horror-comedy, dead snow...i got my priorities straight ",4,positivo,"its the night before 2 exams and im sitting down to watch a norwegian zombie-nazi horror-comedy, dead snow...i got my priorities straight"
2009-05-31 16:15:52,@ijustine #ijmtv ask them if they like carrots  and see if you can get @mileycyrus. Have Fun !,4,positivo,ijmtv ask them if they like carrots and see if you can get Have Fun !
2009-06-02 23:37:49,My hair can't even stay on my back its burnt that much ,0,negativo,My hair can't even stay on my back its burnt that much
2009-05-17 10:42:53,"@mattlodder i don't have many fears in life; give me spiders, bugs, blood and dead things. But no horses. Not ever. Not even pictures ",0,negativo,"i don't have many fears in life; give me spiders, bugs, blood and dead things. But no horses. Not ever. Not even pictures"
2009-06-20 17:36:29,"@Brattyhack no and yes, small keyboard and too mich bright light outside.  light sensitive eyes ",0,negativo,"no and yes, small keyboard and too mich bright light outside. light sensitive eyes"
2009-05-14 01:46:48,"@ThyNameIsBlair - If a pretty girl is cooking you dinner, then you're making the right choice to not do overtime ",4,positivo,"- If a pretty girl is cooking you dinner, then you're making the right choice to not do overtime"
2009-06-23 16:54:33,wish the snippy tool in #win7 had an auto scroll feature like snagit to capture webpages ,0,negativo,wish the snippy tool in win7 had an auto scroll feature like snagit to capture webpages
2009-06-18 19:18:18,@IAmMsFreeursoul  stressed smh my twin @ricky_phamous knows y ,0,negativo,stressed smh my twin knows y
2009-06-05 09:12:25,Looking for some good non profit Christian ministries for Monday Ministry Spotlight -AGAIN.  ,4,positivo,Looking for some good non profit Christian ministries for Monday Ministry Spotlight -AGAIN.
2009-06-23 14:20:43,@DudeLIAwesome i agree!! the adverts now are just old people  bring back phil! ,0,negativo,i agree!! the adverts now are just old people bring back phil!
2009-05-17 11:06:15,"Finally in the cit-tay shoe shopping at the moment, focused! Lolol   ",4,positivo,"Finally in the cit-tay shoe shopping at the moment, focused! Lolol"
2009-05-31 09:14:24,The weather is SO nice out and I'm at the airport booooo  Had a great time in NY!! Gonna miss you all!!! But I shall see you VERY soon LOL,0,negativo,The weather is SO nice out and I'm at the airport booooo Had a great time in NY!! Gonna miss you all!!! But I shall see you VERY soon LOL
2009-05-03 00:30:02,wished i could've gone to Tao nightclub ,0,negativo,wished i could've gone to Tao nightclub
2009-05-28 22:09:44,@sdwingard here is that article http://tinyurl.com/c2ctyc use tinyurl.com to shorten URLs mommy! I love you! ,4,positivo,here is that article use tinyurl.com to shorten URLs mommy! I love you!
2009-05-22 05:37:06,@irishhooligan I was followed once by a london house...lol ,4,positivo,I was followed once by a london house...lol
2009-06-16 03:57:47,"@foxythang2000 Okay, you must teach me cranes! Then I can feel closer to a Prison Break character..  do NOT contract swiney!!!",4,positivo,"Okay, you must teach me cranes! Then I can feel closer to a Prison Break character.. do NOT contract swiney!!!"
2009-04-19 03:53:30,just moved to the couch cause my boo said i was snoring ,0,negativo,just moved to the couch cause my boo said i was snoring
2009-06-16 01:28:10,Ever felt so happy you just couldn't stop smiling? Woke up excited today - smiling ,4,positivo,Ever felt so happy you just couldn't stop smiling? Woke up excited today - smiling
2009-06-01 12:15:06,is relaxing and watching Eastenders ,4,positivo,is relaxing and watching Eastenders
2009-06-01 01:00:18,@bigbinks Another YUM!!!  ,4,positivo,Another YUM!!!
2009-05-10 03:03:02,I loveeee NY! Getting breakfast then gonna go mimis I'm sooo tiredddd! missing him ODeeee! Love you ,4,positivo,I loveeee NY! Getting breakfast then gonna go mimis I'm sooo tiredddd! missing him ODeeee! Love you
2009-05-02 03:07:14,@emalea noooo! i'm wide awake  waiting for jonny boy,4,positivo,noooo! i'm wide awake waiting for jonny boy
2009-05-30 06:32:41,"on my new fone , i got the Lg cookie ",4,positivo,"on my new fone , i got the Lg cookie"
2009-06-14 22:54:03,"Went to the Golden EARS Bridge opening party today. We walked from end to end! Despite the *SEA* of people, it was pretty damn cool. ",4,positivo,"Went to the Golden EARS Bridge opening party today. We walked from end to end! Despite the *SEA* of people, it was pretty damn cool."
2009-06-16 05:12:23,@fridgemagnet2 You'll not be getting much sympathy from @poots ,4,positivo,You'll not be getting much sympathy from
2009-05-03 08:35:40,@MsKillaSquad i missed u!!!i was all alone n bored i had to talk to klass cuz i didnt have u  lol,0,negativo,i missed u!!!i was all alone n bored i had to talk to klass cuz i didnt have u lol
2009-05-29 19:57:20,Show kicked ass  love my cast.  soccer pub ,4,positivo,Show kicked ass love my cast. soccer pub
2009-06-16 06:00:51,"yesterday was the first time i had to go outside with my hair up, cause i was at soccer camp. well short hair = burnt neck ",0,negativo,"yesterday was the first time i had to go outside with my hair up, cause i was at soccer camp. well short hair = burnt neck"
2009-06-06 18:01:44,watching titanic ,4,positivo,watching titanic
2009-06-20 05:57:42,"waterrrrr. mmmmm, i want coffeeeee!!!  starbucks anyone??",0,negativo,"waterrrrr. mmmmm, i want coffeeeee!!! starbucks anyone??"
2009-06-07 15:07:45,@alan_smithee_jr Womongathering! LOL I've been talking about it for weeks!  http://www.womongathering.com &lt;3,4,positivo,Womongathering! LOL I've been talking about it for weeks! &lt;3
2009-05-31 00:39:31,Perfect way to cap off a great lunch! A ginormous serving of strawberry gelato ,4,positivo,Perfect way to cap off a great lunch! A ginormous serving of strawberry gelato
2009-05-16 21:19:58,*just wants to give hugs to all the amazing rwoc who are hurting tonight* ,0,negativo,*just wants to give hugs to all the amazing rwoc who are hurting tonight*
2009-05-31 04:35:02,try to stay alive. preparations for a big wedding party ,4,positivo,try to stay alive. preparations for a big wedding party
2009-06-01 18:20:29,@seekelseytweet Omg I'm really sorry ,0,negativo,Omg I'm really sorry
2009-05-29 20:27:17,#myweakness Good looking models in blue denim jeans ,4,positivo,myweakness Good looking models in blue denim jeans
2009-06-25 08:43:52,"Why have none of my lovers worn a quarter-cup bra to bed? Oh yeah, because none of them were that classy  http://bit.ly/nAjkl",0,negativo,"Why have none of my lovers worn a quarter-cup bra to bed? Oh yeah, because none of them were that classy"
2009-05-30 14:04:45,a have a feelin am gettin blocked off this soon for tweeting to much ,0,negativo,a have a feelin am gettin blocked off this soon for tweeting to much
2009-06-06 15:22:17,@joeymcintyre Can't wait to see you in Denver. This time I'm standing by you. PLEASE make sure that I do. You're my fave. ,4,positivo,Can't wait to see you in Denver. This time I'm standing by you. PLEASE make sure that I do. You're my fave.
2009-05-30 04:11:27,Up to town in a few minutes. So exited to see nearly all of my friends today. ,4,positivo,Up to town in a few minutes. So exited to see nearly all of my friends today.
2009-05-18 07:50:57,@xashleyxsharpx whos class??! thats sad ,0,negativo,whos class??! thats sad
2009-06-06 17:33:37,is awake after 4 hours of sleep. O well.God's morning  http://plurk.com/p/yyjy1,4,positivo,is awake after 4 hours of sleep. O well.God's morning
2009-06-14 23:25:57,Listening to more shuffle then going to bed ,4,positivo,Listening to more shuffle then going to bed
2009-06-01 21:59:59,There's a cute guy staring at me from across the lounge. I think I'll wink ,4,positivo,There's a cute guy staring at me from across the lounge. I think I'll wink
2009-06-20 08:58:34,@therealglambert are you SURE you are not singing Ring of Fire ,0,negativo,are you SURE you are not singing Ring of Fire
2009-06-03 07:36:15,@mileycyrus the CLIMB! ,4,positivo,the CLIMB!
2009-06-05 17:53:31,had a blast today with Wendy and Brent! I'm EXHAUSTED! Off to Arkansas for mission trip tomorrow! ,4,positivo,had a blast today with Wendy and Brent! I'm EXHAUSTED! Off to Arkansas for mission trip tomorrow!
2009-06-23 09:12:43,"@Bumatay Yes I did, it was so graphic! Such a tragic loss of life ",0,negativo,"Yes I did, it was so graphic! Such a tragic loss of life"
2009-04-20 01:03:27,@reversepr lol... yes... you go buy some ,4,positivo,lol... yes... you go buy some
2009-05-03 02:45:11,R1 awful now for the knockout  outclassed I'm afraid time for #hatton to retire?,0,negativo,R1 awful now for the knockout outclassed I'm afraid time for hatton to retire?
2009-06-15 08:04:19,Who said Mondays are bad?? My feet haven't touched the ground all day ,4,positivo,Who said Mondays are bad?? My feet haven't touched the ground all day
2009-06-06 12:14:10,I'm at the dance studio chillin! ,4,positivo,I'm at the dance studio chillin!
2009-06-19 01:57:00,"@sexycroxy I suffer from the same syndrome unfortunately, according to my ex ",0,negativo,"I suffer from the same syndrome unfortunately, according to my ex"
2009-06-23 11:03:04,wishes she was at SGS!!  I'm misisng out ,0,negativo,wishes she was at SGS!! I'm misisng out
2009-06-19 07:04:33,@darkrock pants! Louise is working that weekend  she gets back 2pm Sat &amp; 1.40pm Sun. It takes me 20min to get to Pitch.,0,negativo,pants! Louise is working that weekend she gets back 2pm Sat &amp; 1.40pm Sun. It takes me 20min to get to Pitch.
2009-05-30 20:12:46,@lejunkdrawer that's why you're my shero. lol i wanna be more like you! ,4,positivo,that's why you're my shero. lol i wanna be more like you!
2009-04-18 23:58:14,@manos_one Pick up runs? Dont think that's really possible.. more like smear. ,0,negativo,Pick up runs? Dont think that's really possible.. more like smear.
2009-06-01 23:40:47,soooooo what's up? what's everybody doing? what's everybody talking about? what's the latest gossip? what's the 411?    ,4,positivo,soooooo what's up? what's everybody doing? what's everybody talking about? what's the latest gossip? what's the 411?
2009-06-07 08:54:49,"@16_MileyCyrus no, but my mum knows all different sites to get tickets so i hoping i get some if i do im gonna scream ",4,positivo,"no, but my mum knows all different sites to get tickets so i hoping i get some if i do im gonna scream"
2009-06-01 04:18:11,I love passing fowler &amp; songs that remind me of Scott come on my ipod shuffle. ,0,negativo,I love passing fowler &amp; songs that remind me of Scott come on my ipod shuffle.
2009-04-20 04:43:39,@hannahbayman Trying to figure out what your holiday entails from 280 chars' worth of clues! Have a great time ,4,positivo,Trying to figure out what your holiday entails from 280 chars' worth of clues! Have a great time
2009-05-14 06:58:03,"Gala is working on his flatwork, we know he can jump. never ridden dressage but he will side pass at the trot. guess i figured it out! ",4,positivo,"Gala is working on his flatwork, we know he can jump. never ridden dressage but he will side pass at the trot. guess i figured it out!"
2009-06-07 17:39:55,just talked to selena gomez on the phone ...then it got hung up ,0,negativo,just talked to selena gomez on the phone ...then it got hung up
2009-06-21 08:35:15,so tired.. ,0,negativo,so tired..
2009-06-03 00:38:16,@ryanmedrano awwww thanks  I love disneyland too *does disney dance*,4,positivo,awwww thanks I love disneyland too *does disney dance*
2009-06-01 14:00:44,@YoungQ You the man ,4,positivo,You the man
2009-06-07 08:14:37,pool all day bitches! ,4,positivo,pool all day bitches!
2009-06-20 19:37:22,"missed festa(s) juninas...  HATE being grounded, I'm freaking 18 for God's sake!!!",0,negativo,"missed festa(s) juninas... HATE being grounded, I'm freaking 18 for God's sake!!!"
2009-06-07 08:18:30,has just come in from the gym and is now looking forward to her mother's roast dinner...mmmmm ,4,positivo,has just come in from the gym and is now looking forward to her mother's roast dinner...mmmmm
2009-05-29 16:18:08,@divarina21 i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she's disappointed in me. ,0,negativo,i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she's disappointed in me.
2009-05-14 08:18:30,Going to make pizza for my lil brothers ,4,positivo,Going to make pizza for my lil brothers
2009-05-10 04:05:21,@shamim86  Shamim we have your song playing loud here...we miss u ,0,negativo,Shamim we have your song playing loud here...we miss u
2009-05-29 00:47:44,the last part of that was... i know i like him ,4,positivo,the last part of that was... i know i like him
2009-06-15 00:16:16,congrats to the la lakers  a well deserved championship  but i know we will see dwight howard will be back in the finals soon ,4,positivo,congrats to the la lakers a well deserved championship but i know we will see dwight howard will be back in the finals soon
2009-05-30 22:55:39,@mileycyrus where can we vote? i love you and your songs  wish i could watch you in person in the future,4,positivo,where can we vote? i love you and your songs wish i could watch you in person in the future
2009-05-17 17:08:32,"@Kingdommama No, I don't think so. ",4,positivo,"No, I don't think so."
2009-06-15 17:43:37,ima get sick from eatting these cheap mints but they r soo good  mhmm,4,positivo,ima get sick from eatting these cheap mints but they r soo good mhmm
2009-04-20 04:27:08,my doggie's not eating  this has never happened in the history of this dog's life...,0,negativo,my doggie's not eating this has never happened in the history of this dog's life...
2009-06-01 22:24:05,ugh i hate projects ,0,negativo,ugh i hate projects
2009-04-07 00:49:17,I am watching South park while smoking to Bowls LOL ,4,positivo,I am watching South park while smoking to Bowls LOL
2009-06-15 00:23:03,@ryankanno hahaha. i know right. i know the feeling  its the asian in me...vertically challenged. lol,0,negativo,hahaha. i know right. i know the feeling its the asian in me...vertically challenged. lol
2009-05-22 06:23:24,PBA UPDATE FINAL SCORE ALASKA 76 GINEBRA 75 ,0,negativo,PBA UPDATE FINAL SCORE ALASKA 76 GINEBRA 75
2009-06-19 22:03:07,I cant sleep ,0,negativo,I cant sleep
2009-06-17 06:55:06,trying not to lose more of my voice ,0,negativo,trying not to lose more of my voice
2009-06-15 03:46:10,"@mtrh Thank you  If I manage to get through today, I'll let you know.",4,positivo,"Thank you If I manage to get through today, I'll let you know."
2009-06-16 05:10:11,"@FionaFlame Daughter's 2nd birthday on Friday, so party on Sunday, and just going for days out ",4,positivo,"Daughter's 2nd birthday on Friday, so party on Sunday, and just going for days out"
2009-06-07 12:28:05,@caseybby haha GOOD! Im not the only one  LOL,4,positivo,haha GOOD! Im not the only one LOL
2009-05-30 05:54:36,Audio: viasandiego: this song is great  http://tumblr.com/xko1wn3s0,4,positivo,Audio: viasandiego: this song is great
2009-06-06 17:13:26,@DaMaHug I already like you! Thanks ,4,positivo,I already like you! Thanks
2009-06-06 01:15:50,"@EvilSheepie Stay in bed, if it's anything like Darlington, it'll be crap!  ",4,positivo,"Stay in bed, if it's anything like Darlington, it'll be crap!"
2009-06-21 02:29:41,Car wouldn't shift into park again...  now I'm worried. Cars are money pits I'm moving to Europe and riding a bike.,0,negativo,Car wouldn't shift into park again... now I'm worried. Cars are money pits I'm moving to Europe and riding a bike.
2009-06-16 20:00:14,"@TwilightMasterX Not sure, sorry! ",0,negativo,"Not sure, sorry!"
2009-05-18 07:07:24,@Wolfgang_ When I do it'll beo n my Flickr page ,4,positivo,When I do it'll beo n my Flickr page
2009-06-02 23:55:42,OMG! Me too!  I'm craving me some almonds now.... Great! @sabriebrie yay dry pasta!!,0,negativo,OMG! Me too! I'm craving me some almonds now.... Great! yay dry pasta!!
2009-06-06 00:16:58,"IT'S JUNE 6  yaay! BBQ at my place tonight with everyone, the fridge is full, the digi-cam is ready ;D - I'm soo ready!",4,positivo,"IT'S JUNE 6 yaay! BBQ at my place tonight with everyone, the fridge is full, the digi-cam is ready ;D - I'm soo ready!"
2009-06-16 09:50:10,Burnt my bezel too!!! Oh no! ,0,negativo,Burnt my bezel too!!! Oh no!
2009-06-04 22:45:05,"@carlyluvsunited I think, that may merely be a person with way too much time on their hands. ",4,positivo,"I think, that may merely be a person with way too much time on their hands."
2009-05-18 07:42:01,Got wet on the way home. New hair looks like crap. Trying to feel happy but not working. ,0,negativo,Got wet on the way home. New hair looks like crap. Trying to feel happy but not working.
2009-06-01 12:34:27,@IGNcom please fix the Insider Stream for tomorrow ,0,negativo,please fix the Insider Stream for tomorrow
2009-05-30 00:14:30,@charlie_danger dayum.  that's like being able to see and THEN going blind.  or having sex and then being cut off ,4,positivo,dayum. that's like being able to see and THEN going blind. or having sex and then being cut off
2009-06-06 07:10:35,I know why the caged bird sings ,0,negativo,I know why the caged bird sings
2009-06-01 03:57:03,Excited about guest blogging! ,4,positivo,Excited about guest blogging!
2009-06-16 02:06:14,OMG miley why would you do that!!!! ,0,negativo,OMG miley why would you do that!!!!
2009-04-18 16:09:29,"@mneylon yep, been there   So that'll be letshost fault ?",0,negativo,"yep, been there So that'll be letshost fault ?"
2009-06-25 08:43:50,"We have launched a beta version of our website, no real products as yet though  Http://crystaldermy.com",0,negativo,"We have launched a beta version of our website, no real products as yet though Http://crystaldermy.com"
2009-06-06 08:05:39,Getting a massage later. Hopefully this will ease the pain I've been having in my neck ,0,negativo,Getting a massage later. Hopefully this will ease the pain I've been having in my neck
2009-06-03 04:56:06,@msobie great! Thanks for asking.. Now let's get me added to the Linkined group to spruce things up a bit.. ,4,positivo,great! Thanks for asking.. Now let's get me added to the Linkined group to spruce things up a bit..
2009-06-01 16:45:57,@mitchelmusso when is the Australian relese? do you know? please write back ,4,positivo,when is the Australian relese? do you know? please write back
2009-05-29 00:19:17,"oooh, missed a few replies last night, on account of falling asleep, will try and catch up now ",4,positivo,"oooh, missed a few replies last night, on account of falling asleep, will try and catch up now"
2009-06-03 08:00:07,"@bernicegan With kids underfoot, sleep is definitely a luxury! Grab all you can, while you can. ",4,positivo,"With kids underfoot, sleep is definitely a luxury! Grab all you can, while you can."
2009-06-15 06:07:50,@ohohvanity whats been goin on?  keep your head up,0,negativo,whats been goin on? keep your head up
2009-05-13 23:51:02,@karthikeyan_kk Welcome to the Paunch club ,4,positivo,Welcome to the Paunch club
2009-06-15 07:37:50,i love waking up to his voice ,4,positivo,i love waking up to his voice
2009-05-31 17:03:23,@nannerbot I miss you..I'm sad my heart hurts. ,0,negativo,I miss you..I'm sad my heart hurts.
2009-06-16 11:51:04,I FOUND MY CAT! he's in bad shape ,0,negativo,I FOUND MY CAT! he's in bad shape
2009-05-09 20:05:17,"@destiniya I'm gone!  I don't know when I'll be back, either... at least 4 months, but it could be up to 14!",0,negativo,"I'm gone! I don't know when I'll be back, either... at least 4 months, but it could be up to 14!"
2009-05-02 06:58:02,/// I think I'm gonna go see Pastor Creflo Dollar preach today...Get that word in while I'm here.  creflodollarministries.org,4,positivo,/// I think I'm gonna go see Pastor Creflo Dollar preach today...Get that word in while I'm here. creflodollarministries.org
2009-05-14 03:45:08,ahhhh back at maclab...starting to really get sick of this place. but got a few more nights here to come ,0,negativo,ahhhh back at maclab...starting to really get sick of this place. but got a few more nights here to come
2009-06-05 11:47:45,@JOSE_FRESH no  still in bed. Listening to the rain and sneezing.,0,negativo,no still in bed. Listening to the rain and sneezing.
